KELAS,HARI,MATA_KULIAH,WAKTU,RUANG,DOSEN,Kode_Kelas
1PA22,Senin,Peng.Apl.Komp.Psi.Informatika A,9/10,E137,PIPIT DEWI ARNESIA,1PA22
1PA22,Kamis,Pendidikan Kewarganegaraan,1/2,G221,RANDY,1PA22
1PA22,Kamis,Matematika & Ilmu Alamiah Dasar,5/6,G434,SIDIK LESTIYONO,1PA22
1PA22,Kamis,Pendidikan Agama Islam,7/8,G434,NUR MUNIR,1PA22
1PA22,Sabtu,Psikologi Umum 1,1/2/3,E317,AJENG FISTE FIFTINA,1PA22
1PA22,Sabtu,Psikologi Sosial 1 *,5/6/7,E317,ASRINI MAHDIA,1PA22
1PA23,Senin,Filsafat Umum,1/2,J127,JACOBUS BELIDA BLIKOLOLONG,1PA23
1PA23,Senin,Pendidikan Kewarganegaraan,3/4,J127,JUNAEDI ABDILLAH,1PA23
1PA23,Senin,Bahasa Inggris Psikologi,5/6,J127,DEWI WULAN SARI,1PA23
1PA23,Senin,Psikologi Umum 1,8/9/10,J127,AFMI FUAD,1PA23
1PA23,Rabu,Peng.Apl.Komp.Psi.Informatika A,1/2,J127,TISSA MAHARANI,1PA23
1PA23,Rabu,Psikologi Sosial 1 *,4/5/6,J1519,VONNY WIJAYA,1PA23
1PA23,Rabu,Pendidikan Agama Islam,7/8,J1519,MUHAMMAD ALI,1PA23
1PA23,Sabtu,Matematika & Ilmu Alamiah Dasar,1/2,J1412,FITRI YULIANTI,1PA23
1PA23,Sabtu,Peng.Apl.Komp.Psi.Informatika B,5/6,J1515A,HERDYAN KHARISMA PUTRA,1PA23
1PA24,Senin,Pendidikan Kewarganegaraan,7/8,J137,EDI FAKHRI,1PA24
1PA24,Senin,Filsafat Umum,9/10,J137,MU'MINATUS FITRIATI FIRDAUS,1PA24
1PA24,Selasa,Pendidikan Agama Islam,4/5,J1317,AMIRULLAH,1PA24
1PA24,Selasa,Psikologi Sosial 1 *,6/7/8,J1317,TRI MARYANI,1PA24
1PA24,Rabu,Bahasa Inggris Psikologi,1/2,J157,BADARU SYAMSUL,1PA24
1PA24,Rabu,Peng.Apl.Komp.Psi.Informatika A,3/4,J157,TISSA MAHARANI,1PA24
1PA24,Sabtu,Peng.Apl.Komp.Psi.Informatika B,1/2,J1516A,HERDYAN KHARISMA PUTRA,1PA24
1PA24,Sabtu,Matematika & Ilmu Alamiah Dasar,3/4,J1516A,FITRI YULIANTI,1PA24
1PA24,Sabtu,Psikologi Umum 1,6/7/8,J1516A,INGE ANDRIANI,1PA24
1PA25,Senin,Filsafat Umum,3/4,J1416B,MU'MINATUS FITRIATI FIRDAUS,1PA25
1PA25,Senin,Pendidikan Kewarganegaraan,5/6,J1416B,SUDJIRAN,1PA25
1PA25,Senin,Pendidikan Agama Islam,9/10,J1416B,RETMIARTI,1PA25
1PA25,Jum'at,Psikologi Sosial 1 *,2/3/4,J1220,SHAFIRA DESTAMI ANNIDA,1PA25
1PA25,Jum'at,Psikologi Umum 1,7/8/9,J1114,REHAN SYAFIFAH,1PA25
1PA25,Sabtu,Bahasa Inggris Psikologi,1/2,J158,PUTI NURINA AYUNINGTYAS,1PA25
1PA25,Sabtu,Peng.Apl.Komp.Psi.Informatika B,3/4,J158,HERDYAN KHARISMA PUTRA,1PA25
1PA25,Sabtu,Peng.Apl.Komp.Psi.Informatika A,6/7,J158,KURNIAWAN B. PRIANTO,1PA25
1PA25,Sabtu,Matematika & Ilmu Alamiah Dasar,8/9,J158,FITRI YULIANTI,1PA25
1PA26,Senin,Psikologi Umum 1,1/2/3,J1311,AFMI FUAD,1PA26
1PA26,Senin,Filsafat Umum,4/5,J1311,JACOBUS BELIDA BLIKOLOLONG,1PA26
1PA26,Senin,Pendidikan Agama Islam,7/8,J1311,RETMIARTI,1PA26
1PA26,Selasa,Psikologi Sosial 1 *,2/3/4,J128,TRI MARYANI,1PA26
1PA26,Selasa,Peng.Apl.Komp.Psi.Informatika B,7/8,J1220,WALIYA RAHMAWANTI,1PA26
1PA26,Sabtu,Pendidikan Kewarganegaraan,1/2,J153,DIAH TURIS KAEMIRAWATI,1PA26
1PA26,Sabtu,Bahasa Inggris Psikologi,3/4,J153,PUTI NURINA AYUNINGTYAS,1PA26
1PA26,Sabtu,Matematika & Ilmu Alamiah Dasar,6/7,J153,FITRI YULIANTI,1PA26
1PA26,Sabtu,Peng.Apl.Komp.Psi.Informatika A,8/9,J153,ANINDITO YOGA PRATAMA,1PA26
1PA27,Senin,Matematika & Ilmu Alamiah Dasar,4/5,J139,DESTI RIMINARSIH,1PA27
1PA27,Senin,Filsafat Umum,6/7,J139,MU'MINATUS FITRIATI FIRDAUS,1PA27
1PA27,Selasa,Pendidikan Agama Islam,2/3,J1220,AMIRULLAH,1PA27
1PA27,Selasa,Peng.Apl.Komp.Psi.Informatika B,4/5,J1220,WALIYA RAHMAWANTI,1PA27
1PA27,Jum'at,Psikologi Umum 1,2/3/4,J1212,REHAN SYAFIFAH,1PA27
1PA27,Jum'at,Psikologi Sosial 1 *,7/8/9,J1212,SHAFIRA DESTAMI ANNIDA,1PA27
1PA27,Sabtu,Bahasa Inggris Psikologi,1/2,J1420,ZAINAL RIADI,1PA27
1PA27,Sabtu,Peng.Apl.Komp.Psi.Informatika A,3/4,J1420,ANINDITO YOGA PRATAMA,1PA27
1PA27,Sabtu,Pendidikan Kewarganegaraan,5/6,J1420,MUHAMMAD BURHAN AMIN,1PA27
1PA28,Senin,Filsafat Umum,4/5,K133,AGUSTINA NICKE KAKIAY,1PA28
1PA28,Selasa,Peng.Apl.Komp.Psi.Informatika B,1/2,K287,OKTAVIANI,1PA28
1PA28,Selasa,Psikologi Umum 1,5/6/7,K152,ALIVA KEMALA,1PA28
1PA28,Rabu,Matematika & Ilmu Alamiah Dasar,1/2,K251,EVI MARYAM,1PA28
1PA28,Rabu,Peng.Apl.Komp.Psi.Informatika A,3/4,K175,WITARI ARYUNANI,1PA28
1PA28,Rabu,Bahasa Inggris Psikologi,5/6,K243,DYAH AMBAR,1PA28
1PA28,Kamis,Psikologi Sosial 1 *,3/4/5,K241,LIE TJOEN TJIE,1PA28
1PA28,Jum'at,Pendidikan Kewarganegaraan,1/2,K245,CHOLIDAH ASTRI PERTIWI,1PA28
1PA28,Jum'at,Pendidikan Agama Islam,6/7,K273,AULIA NUGRAHA,1PA28
1PA29,Senin,Bahasa Inggris Psikologi,4/5,K163,SEPTIAN DWI PUTRI,1PA29
1PA29,Senin,Filsafat Umum,6/7,K133,AGUSTINA NICKE KAKIAY,1PA29
1PA29,Selasa,Psikologi Sosial 1 *,1/2/3,K248,QUROYZHIN KARTIKA RINI,1PA29
1PA29,Selasa,Peng.Apl.Komp.Psi.Informatika B,4/5,K287,OKTAVIANI,1PA29
1PA29,Rabu,Peng.Apl.Komp.Psi.Informatika A,1/2,K175,WITARI ARYUNANI,1PA29
1PA29,Rabu,Matematika & Ilmu Alamiah Dasar,3/4,K252,FITRI YULIANTI,1PA29
1PA29,Rabu,Psikologi Umum 1,5/6/7,K245,MATRISSYA HERMITA,1PA29
1PA29,Jum'at,Pendidikan Agama Islam,3/4,K273,AULIA NUGRAHA,1PA29
1PA29,Sabtu,Pendidikan Kewarganegaraan,1/2,K296,ROSLIYANA BR PERANGIN ANGIN,1PA29
1PA30,Senin,Peng.Apl.Komp.Psi.Informatika A,6/7,K281,RATIH NURDIYANI SARI,1PA30
1PA30,Rabu,Psikologi Umum 1,2/3/4,K245,MATRISSYA HERMITA,1PA30
1PA30,Rabu,Bahasa Inggris Psikologi,5/6,K243,DYAH AMBAR,1PA30
1PA30,Kamis,Matematika & Ilmu Alamiah Dasar,2/3,K272,VONNY WIJAYA,1PA30
1PA30,Kamis,Psikologi Sosial 1 *,6/7/8,K241,LIE TJOEN TJIE,1PA30
1PA30,Jum'at,Pendidikan Agama Islam,6/7,K273,AULIA NUGRAHA,1PA30
1PA30,Sabtu,Filsafat Umum,1/2,K271,MU'MINATUS FITRIATI FIRDAUS,1PA30
1PA30,Sabtu,Pendidikan Kewarganegaraan,3/4,K296,ROSLIYANA BR PERANGIN ANGIN,1PA30
1PA30,Sabtu,Peng.Apl.Komp.Psi.Informatika B,6/7,K281,MURNIYATI,1PA30
1PA31,Senin,Pendidikan Kewarganegaraan,4/5,K2103,KASYAFIYA JAYANTI,1PA31
1PA31,Selasa,Psikologi Umum 1,1/2/3,K261,WINNY PUSPASARI THAMRIN,1PA31
1PA31,Rabu,Pendidikan Agama Islam,1/2,K253,MEGA OKTAVIANY,1PA31
1PA31,Rabu,Filsafat Umum,5/6,K287,NI PUTU EKA CHANDRA UDAYANI,1PA31
1PA31,Kamis,Peng.Apl.Komp.Psi.Informatika B,1/2,K261,RIZA ADRIANTI SUPONO,1PA31
1PA31,Kamis,Matematika & Ilmu Alamiah Dasar,6/7,K271,TRISTI NICHTANTI WALUYO,1PA31
1PA31,Jum'at,Bahasa Inggris Psikologi,3/4,K268,SEPTIAN DWI PUTRI,1PA31
1PA31,Sabtu,Peng.Apl.Komp.Psi.Informatika A,1/2,K245,DESY WULANDARI ASFARY PUTRI,1PA31
1PA31,Sabtu,Psikologi Sosial 1 *,3/4/5,K291,SRI NURHAYATI,1PA31
1PA32,Senin,Bahasa Inggris Psikologi,2/3,K163,SEPTIAN DWI PUTRI,1PA32
1PA32,Senin,Pendidikan Kewarganegaraan,4/5,K2103,KASYAFIYA JAYANTI,1PA32
1PA32,Selasa,Psikologi Umum 1,1/2/3,K152,ALIVA KEMALA,1PA32
1PA32,Rabu,Pendidikan Agama Islam,1/2,K253,MEGA OKTAVIANY,1PA32
1PA32,Rabu,Psikologi Sosial 1 *,3/4/5,K288,NURUL HUDA,1PA32
1PA32,Kamis,Peng.Apl.Komp.Psi.Informatika B,1/2,K152,AMRIN FAKHRUDDIN JAUHARI,1PA32
1PA32,Kamis,Matematika & Ilmu Alamiah Dasar,8/9,K271,TRISTI NICHTANTI WALUYO,1PA32
1PA32,Sabtu,Peng.Apl.Komp.Psi.Informatika A,3/4,K245,DESY WULANDARI ASFARY PUTRI,1PA32
1PA32,Sabtu,Filsafat Umum,6/7,K271,MU'MINATUS FITRIATI FIRDAUS,1PA32
1PA33,Senin,Pendidikan Kewarganegaraan,3/4,L222,ISNA PANDIJA,1PA33
1PA33,Selasa,Filsafat Umum,2/3,L234,JACOBUS BELIDA BLIKOLOLONG,1PA33
1PA33,Selasa,Psikologi Umum 1,4/5/6,L244,MATRISSYA HERMITA,1PA33
1PA33,Rabu,Pendidikan Agama Islam,2/3,L234,MULYADI,1PA33
1PA33,Rabu,Psikologi Sosial 1 *,4/5/6,L236,TETTY WINDA,1PA33
1PA33,Rabu,Bahasa Inggris Psikologi,7/8,L242,DEVI HELLYSTIA,1PA33
1PA33,Kamis,Peng.Apl.Komp.Psi.Informatika B,2/3,L241,RISDIANDRI ISKANDAR,1PA33
1PA33,Kamis,Peng.Apl.Komp.Psi.Informatika A,4/5,L234,SYAMSI RUHAMA,1PA33
1PA33,Kamis,Matematika & Ilmu Alamiah Dasar,6/7,L234,IRA NORMA PRABAWATI,1PA33
2PA01,Senin,Social Networking&Creative Conten,,UGTV,TEAM TEACHING,2PA01
2PA01,Selasa,Prak. Social Networking&Creative Content,3/4,,TIM DOSEN,2PA01
2PA01,Rabu,Psikologi Pendidikan,1/2/3,D621,SITI FAUZIAH APRILIA WIJAYA,2PA01
2PA01,Rabu,Statistika */**,5/6/7,D633,TITIEK IREWATI,2PA01
2PA01,Kamis,Psikologi Perkembangan 2 *,1/2/3,F8464,RETNANINGSIH,2PA01
2PA01,Kamis,Psikodiagnostika 1:Peng.Tes Psi*,5/6/7,F8472,RATNA MAHARANI HAPSARI,2PA01
2PA01,Kamis,Kode Etik Psikologi,8/9,F8472,SALSABILA AINI,2PA01
2PA01,Sabtu,Psikologi Kepribadian 1,1/2/3,E346,MARCIA MARTHA,2PA01
2PA02,Senin,Social Networking&Creative Conten,,UGTV,TEAM TEACHING,2PA02
2PA02,Selasa,Psikodiagnostika 1:Peng.Tes Psi*,1/2/3,D611,ZENI AFRILYA,2PA02
2PA02,Selasa,Statistika */**,5/6/7,D611,PARANITA ASNUR,2PA02
2PA02,Kamis,Kode Etik Psikologi,1/2,D653,SALSABILA AINI,2PA02
2PA02,Kamis,Psikologi Pendidikan,4/5/6,D647,LILIS RATNASARI,2PA02
2PA02,Kamis,Psikologi Perkembangan 2 *,7/8/9,D647,DINA KUSUMA ASTUTI,2PA02
2PA02,Sabtu,Prak. Social Networking&Creative Content,1/2,,TIM DOSEN,2PA02
2PA02,Sabtu,Psikologi Kepribadian 1,5/6/7,E346,MARCIA MARTHA,2PA02
2PA03,Senin,Social Networking&Creative Conten,,UGTV,TEAM TEACHING,2PA03
2PA03,Selasa,Prak. Social Networking&Creative Content,8/9,,TIM DOSEN,2PA03
2PA03,Rabu,Psikologi Perkembangan 2 *,1/2/3,E348,ZENI AFRILYA,2PA03
2PA03,Rabu,Kode Etik Psikologi,4/5,E348,ALIA ROHANI,2PA03
2PA03,Rabu,Psikologi Kepribadian 1,7/8/9,E223,YUTHIKA JUSFAYANA,2PA03
2PA03,Kamis,Statistika */**,1/2/3,D643,ARIS BUDI SETYAWAN,2PA03
2PA03,Kamis,Psikodiagnostika 1:Peng.Tes Psi*,4/5/6,D643,ANNUR HUSNUL KHOTIMAH,2PA03
2PA03,Kamis,Psikologi Pendidikan,8/9/10,D634,LILIS RATNASARI,2PA03
2PA04,Senin,Social Networking&Creative Conten,,UGTV,TEAM TEACHING,2PA04
2PA04,Selasa,Psikologi Perkembangan 2 *,5/6/7,G451,DINA KUSUMA ASTUTI,2PA04
2PA04,Selasa,Kode Etik Psikologi,8/9,G451,RIZQI INTANSARI NUGRAHANI/AMANDA ERDIANA,2PA04
2PA04,Kamis,Statistika */**,1/2/3,F8451,SRI HERMAWATI,2PA04
2PA04,Kamis,Psikologi Kepribadian 1,4/5/6,F8451,ANIE YUSNITA,2PA04
2PA04,Jum'at,Psikodiagnostika 1:Peng.Tes Psi*,2/3/4,F8466,PUTI ANGGRAENI ROSMASURI,2PA04
2PA04,Jum'at,Psikologi Pendidikan,7/8/9,F8466,AMIR ASYIKIN HASIBUAN,2PA04
2PA04,Sabtu,Prak. Social Networking&Creative Content,6/7,,TIM DOSEN,2PA04
2PA05,Senin,Social Networking&Creative Conten,,UGTV,TEAM TEACHING,2PA05
2PA05,Selasa,Psikologi Pendidikan,5/6/7,F8451,MARIA CHRISNATALIA,2PA05
2PA05,Selasa,Psikologi Kepribadian 1,8/9/10,F8451,TETTY WINDA,2PA05
2PA05,Rabu,Kode Etik Psikologi,1/2,E331,ALIA ROHANI,2PA05
2PA05,Rabu,Psikologi Perkembangan 2 *,5/6/7,E449,ZENI AFRILYA,2PA05
2PA05,Kamis,Psikodiagnostika 1:Peng.Tes Psi*,1/2/3,F8462,RATNA MAHARANI HAPSARI,2PA05
2PA05,Kamis,Statistika */**,4/5/6,F8462,SRI HERMAWATI,2PA05
2PA05,Sabtu,Prak. Social Networking&Creative Content,6/7,,TIM DOSEN,2PA05
2PA06,Senin,Social Networking&Creative Conten,,UGTV,TEAM TEACHING,2PA06
2PA06,Selasa,Psikodiagnostika 1:Peng.Tes Psi*,1/2/3,G239,JESSICA JOHANNA,2PA06
2PA06,Selasa,Psikologi Perkembangan 2 *,5/6/7,G116,GUSMILIZAR,2PA06
2PA06,Kamis,Kode Etik Psikologi,4/5,F8473,SALSABILA AINI,2PA06
2PA06,Kamis,Psikologi Kepribadian 1,6/7/8,F8473,REYVA NOVELLA,2PA06
2PA06,Jum'at,Prak. Social Networking&Creative Content,8/9,,TIM DOSEN,2PA06
2PA06,Sabtu,Psikologi Pendidikan,1/2/3,F8444,PRAESTI SEDJO,2PA06
2PA06,Sabtu,Statistika */**,4/5/6,F8444,MB MIKE SUSMIKANTI,2PA06
2PA07,Senin,Social Networking&Creative Conten,,UGTV,TEAM TEACHING,2PA07
2PA07,Selasa,Statistika */**,1/2/3,G444,MOH. EGA ELMAN MISKA,2PA07
2PA07,Selasa,Psikologi Perkembangan 2 *,5/6/7,G217,RETNANINGSIH,2PA07
2PA07,Selasa,Psikologi Kepribadian 1,8/9/10,G217,RAESHANTHY ZSAZSA MARCHELIA H,2PA07
2PA07,Kamis,Kode Etik Psikologi,4/5,F8464,DZIKRA RAHMA SYAKIRAH,2PA07
2PA07,Kamis,Psikodiagnostika 1:Peng.Tes Psi*,8/9/10,F8455,PUTI ANGGRAENI ROSMASURI,2PA07
2PA07,Jum'at,Psikologi Pendidikan,2/3/4,F8444,AMIR ASYIKIN HASIBUAN,2PA07
2PA07,Sabtu,Prak. Social Networking&Creative Content,6/7,,TIM DOSEN,2PA07
2PA08,Senin,Social Networking&Creative Conten,,UGTV,TEAM TEACHING,2PA08
2PA08,Selasa,Psikologi Kepribadian 1,1/2/3,F8445,ABILARAS CIKARANI,2PA08
2PA08,Selasa,Psikologi Perkembangan 2 *,4/5/6,F8445,SISKA SARTIKA,2PA08
2PA08,Selasa,Psikologi Pendidikan,8/9/10,F8442,MARIA CHRISNATALIA,2PA08
2PA08,Kamis,Psikodiagnostika 1:Peng.Tes Psi*,2/3/4,F8456,JESSICA JOHANNA,2PA08
2PA08,Kamis,Kode Etik Psikologi,6/7,F8453,INA ANNISA PUTRI,2PA08
2PA08,Kamis,Statistika */**,8/9/10,F8453,IMAN MURTONO SOENHADJI,2PA08
2PA08,Sabtu,Prak. Social Networking&Creative Content,6/7,,TIM DOSEN,2PA08
2PA09,Senin,Social Networking&Creative Conten,,UGTV,TEAM TEACHING,2PA09
2PA09,Selasa,Psikologi Kepribadian 1,3/4/5,G242,RAESHANTHY ZSAZSA MARCHELIA H,2PA09
2PA09,Selasa,Statistika */**,6/7/8,G242,MOH. EGA ELMAN MISKA,2PA09
2PA09,Kamis,Psikologi Perkembangan 2 *,1/2/3,F8463,RR ALFIATUN SARASATI,2PA09
2PA09,Kamis,Prak. Social Networking&Creative Content,8/9,,TIM DOSEN,2PA09
2PA09,Sabtu,Psikodiagnostika 1:Peng.Tes Psi*,1/2/3,E247,ANUGRIATY INDAH ASMARANY,2PA09
2PA09,Sabtu,Kode Etik Psikologi,4/5,E247,FIRLI NURAZIZAH,2PA09
2PA09,Sabtu,Psikologi Pendidikan,8/9/10,E427,ROBY FARHAN,2PA09
2PA10,Senin,Social Networking&Creative Conten,,UGTV,TEAM TEACHING,2PA10
2PA10,Selasa,Psikologi Kepribadian 1,4/5/6,F8456,TETTY WINDA,2PA10
2PA10,Selasa,Statistika */**,8/9/10,F8455,DESI PUJIATI,2PA10
2PA10,Rabu,Psikologi Pendidikan,4/5/6,D644,SITI FAUZIAH APRILIA WIJAYA,2PA10
2PA10,Kamis,Prak. Social Networking&Creative Content,1/2,,TIM DOSEN,2PA10
2PA10,Kamis,Psikologi Perkembangan 2 *,5/6/7,F8446,SISKA SARTIKA,2PA10
2PA10,Sabtu,Kode Etik Psikologi,2/3,E442,FIRLI NURAZIZAH,2PA10
2PA10,Sabtu,Psikodiagnostika 1:Peng.Tes Psi*,4/5/6,E442,ANUGRIATY INDAH ASMARANY,2PA10
2PA11,Senin,Social Networking&Creative Conten,,UGTV,TEAM TEACHING,2PA11
2PA11,Rabu,Psikologi Kepribadian 1,2/3/4,E442,YUTHIKA JUSFAYANA,2PA11
2PA11,Rabu,Kode Etik Psikologi,6/7,E129,ALIA ROHANI,2PA11
2PA11,Rabu,Psikologi Pendidikan,8/9/10,E129,IRA NORMA PRABAWATI,2PA11
2PA11,Kamis,Prak. Social Networking&Creative Content,1/2,,TIM DOSEN,2PA11
2PA11,Kamis,Statistika */**,5/6/7,D663,SUZANNA LAMRIA SIREGAR,2PA11
2PA11,Kamis,Psikologi Perkembangan 2 *,8/9/10,D663,ALIA RIZKI FAUZIAH,2PA11
2PA11,Sabtu,Psikodiagnostika 1:Peng.Tes Psi*,6/7/8,E246,QUROYZHIN KARTIKA RINI,2PA11
2PA12,Senin,Social Networking&Creative Conten,,UGTV,TEAM TEACHING,2PA12
2PA12,Rabu,Psikologi Perkembangan 2 *,1/2/3,D666,GUSMILIZAR,2PA12
2PA12,Rabu,Kode Etik Psikologi,6/7,D666,FITHRICIA EKAYUNI POERWANTY,2PA12
2PA12,Rabu,Statistika */**,8/9/10,D666,TITIEK IREWATI,2PA12
2PA12,Kamis,Prak. Social Networking&Creative Content,3/4,,TIM DOSEN,2PA12
2PA12,Jum'at,Psikologi Kepribadian 1,2/3/4,F8441,ADE IRMA SURYANI,2PA12
2PA12,Jum'at,Psikodiagnostika 1:Peng.Tes Psi*,7/8/9,F8441,BELLA CINTIA PUSPITANINGRUM,2PA12
2PA12,Sabtu,Psikologi Pendidikan,4/5/6,E129,ADINDA CUT QONITA,2PA12
2PA13,Senin,Social Networking&Creative Conten,,UGTV,TEAM TEACHING,2PA13
2PA13,Selasa,Kode Etik Psikologi,2/3,G221,RIZQI INTANSARI NUGRAHANI/AMANDA ERDIANA,2PA13
2PA13,Selasa,Psikologi Kepribadian 1,4/5/6,G221,AGYL MUHAMMAD DZIKRULLAH,2PA13
2PA13,Selasa,Statistika */**,8/9/10,G218,JOHAN HARLAN,2PA13
2PA13,Rabu,Psikologi Perkembangan 2 *,6/7/8,D614,GUSMILIZAR,2PA13
2PA13,Kamis,Psikologi Pendidikan,4/5/6,F8454,TETTY WINDA,2PA13
2PA13,Kamis,Psikodiagnostika 1:Peng.Tes Psi*,8/9/10,F8482,ANNUR HUSNUL KHOTIMAH,2PA13
2PA13,Sabtu,Prak. Social Networking&Creative Content,6/7,,TIM DOSEN,2PA13
2PA14,Senin,Social Networking&Creative Conten,,UGTV,TEAM TEACHING,2PA14
2PA14,Selasa,Psikologi Kepribadian 1,1/2/3,G316,AGYL MUHAMMAD DZIKRULLAH,2PA14
2PA14,Selasa,Psikodiagnostika 1:Peng.Tes Psi*,5/6/7,G127,URSA MAJORSY,2PA14
2PA14,Selasa,Psikologi Perkembangan 2 *,8/9/10,G127,NETRONA EMRAN,2PA14
2PA14,Kamis,Prak. Social Networking&Creative Content,6/7,,TIM DOSEN,2PA14
2PA14,Sabtu,Statistika */**,1/2/3,F8445,MB MIKE SUSMIKANTI,2PA14
2PA14,Sabtu,Psikologi Pendidikan,5/6/7,F8445,PRAESTI SEDJO,2PA14
2PA14,Sabtu,Kode Etik Psikologi,9/10,F8445,FIRLI NURAZIZAH,2PA14
2PA15,Senin,Social Networking&Creative Conten,,UGTV,TEAM TEACHING,2PA15
2PA15,Selasa,Psikodiagnostika 1:Peng.Tes Psi*,1/2/3,G127,URSA MAJORSY,2PA15
2PA15,Selasa,Psikologi Perkembangan 2 *,5/6/7,G149,NETRONA EMRAN,2PA15
2PA15,Rabu,Psikologi Kepribadian 1,1/2/3,E523,MARIA CHRISNATALIA,2PA15
2PA15,Rabu,Psikologi Pendidikan,5/6/7,E523,INDRIA PRASTITI,2PA15
2PA15,Rabu,Kode Etik Psikologi,9/10,E122,FITHRICIA EKAYUNI POERWANTY,2PA15
2PA15,Kamis,Prak. Social Networking&Creative Content,8/9,,TIM DOSEN,2PA15
2PA15,Sabtu,Statistika */**,4/5/6,E225,SRI RAHAYU NINGSIH,2PA15
2PA16,Senin,Social Networking&Creative Conten,,UGTV,TEAM TEACHING,2PA16
2PA16,Selasa,Prak. Social Networking&Creative Content,3/4,,TIM DOSEN,2PA16
2PA16,Kamis,Psikologi Kepribadian 1,1/2/3,F8466,ANIE YUSNITA,2PA16
2PA16,Kamis,Psikodiagnostika 1:Peng.Tes Psi*,5/6/7,F8467,PUTI ANGGRAENI ROSMASURI,2PA16
2PA16,Kamis,Psikologi Perkembangan 2 *,8/9/10,F8467,SISKA SARTIKA,2PA16
2PA16,Sabtu,Statistika */**,1/2/3,E335,SRI RAHAYU NINGSIH,2PA16
2PA16,Sabtu,Kode Etik Psikologi,6/7,E214,FIRLI NURAZIZAH,2PA16
2PA16,Sabtu,Psikologi Pendidikan,8/9/10,E214,ADINDA CUT QONITA,2PA16
2PA17,Senin,Social Networking&Creative Conten,,UGTV,TEAM TEACHING,2PA17
2PA17,Selasa,Kode Etik Psikologi,1/2,G242,FITHRICIA EKAYUNI POERWANTY,2PA17
2PA17,Selasa,Statistika */**,4/5/6,G315,JOHAN HARLAN,2PA17
2PA17,Selasa,Psikologi Perkembangan 2 *,8/9/10,G442,DINA KUSUMA ASTUTI,2PA17
2PA17,Kamis,Psikologi Kepribadian 1,1/2/3,F8442,REYVA NOVELLA,2PA17
2PA17,Kamis,Psikodiagnostika 1:Peng.Tes Psi*,5/6/7,F8456,BELLA CINTIA PUSPITANINGRUM,2PA17
2PA17,Kamis,Psikologi Pendidikan,8/9/10,F8456,TETTY WINDA,2PA17
2PA17,Sabtu,Prak. Social Networking&Creative Content,1/2,,TIM DOSEN,2PA17
2PA18,Senin,Social Networking&Creative Conten,,UGTV,TEAM TEACHING,2PA18
2PA18,Selasa,Statistika */**,3/4/5,F8465,DESI PUJIATI,2PA18
2PA18,Selasa,Psikologi Kepribadian 1,6/7/8,F8465,ABILARAS CIKARANI,2PA18
2PA18,Rabu,Psikologi Pendidikan,4/5/6,E512,IRA NORMA PRABAWATI,2PA18
2PA18,Kamis,Psikologi Perkembangan 2 *,1/2/3,F8453,DINA KUSUMA ASTUTI,2PA18
2PA18,Kamis,Kode Etik Psikologi,4/5,F8453,INA ANNISA PUTRI,2PA18
2PA18,Kamis,Psikodiagnostika 1:Peng.Tes Psi*,7/8/9,F8451,JESSICA JOHANNA,2PA18
2PA18,Sabtu,Prak. Social Networking&Creative Content,1/2,,TIM DOSEN,2PA18
2PA19,Senin,Social Networking&Creative Conten,,UGTV,TEAM TEACHING,2PA19
2PA19,Selasa,Psikologi Perkembangan 2 *,1/2/3,G116,GUSMILIZAR,2PA19
2PA19,Selasa,Prak. Social Networking&Creative Content,8/9,,TIM DOSEN,2PA19
2PA19,Rabu,Psikologi Pendidikan,1/2/3,G128,AMIR ASYIKIN HASIBUAN,2PA19
2PA19,Rabu,Psikologi Kepribadian 1,5/6/7,G442,AZHARIAH NUR BURHANUDDIN ARAFAH,2PA19
2PA19,Kamis,Psikodiagnostika 1:Peng.Tes Psi*,1/2/3,F8473,BELLA CINTIA PUSPITANINGRUM,2PA19
2PA19,Kamis,Statistika */**,5/6/7,F8443,IMAN MURTONO SOENHADJI,2PA19
2PA19,Kamis,Kode Etik Psikologi,8/9,F8443,INA ANNISA PUTRI,2PA19
2PA20,Senin,Social Networking&Creative Conten,,UGTV,TEAM TEACHING,2PA20
2PA20,Selasa,Statistika */**,1/2/3,F8472,RETNANINGTYAS WIDYASTUTI,2PA20
2PA20,Selasa,Prak. Social Networking&Creative Content,8/9,,TIM DOSEN,2PA20
2PA20,Rabu,Psikologi Kepribadian 1,1/2/3,G135,AZHARIAH NUR BURHANUDDIN ARAFAH,2PA20
2PA20,Rabu,Psikologi Pendidikan,5/6/7,G127,AMIR ASYIKIN HASIBUAN,2PA20
2PA20,Kamis,Psikodiagnostika 1:Peng.Tes Psi*,1/2/3,F8465,PUTI ANGGRAENI ROSMASURI,2PA20
2PA20,Kamis,Psikologi Perkembangan 2 *,4/5/6,F8465,RR ALFIATUN SARASATI,2PA20
2PA20,Kamis,Kode Etik Psikologi,9/10,F8473,DZIKRA RAHMA SYAKIRAH,2PA20
2PA21,Senin,Social Networking&Creative Conten,,UGTV,TEAM TEACHING,2PA21
2PA21,Selasa,Psikologi Perkembangan 2 *,1/2/3,F8443,SISKA SARTIKA,2PA21
2PA21,Selasa,Psikodiagnostika 1:Peng.Tes Psi*,5/6/7,F8453,JESSICA JOHANNA,2PA21
